biz_name,license_num,control_num,resp_dept_code,resp_dept_descr,class_code,class_descr,fiscal_year,license_status,code_descr,status_date,application_date,issue_date,licen_exp_date,renew_date,location_id,street_num,street_pre_qual,street_dir_code,street_name,street_suffix,street_post_qual,street_apt_num
BOZEMAN HOTEL/R & N CORP,44989,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-12,2013-08-12,2013-08-09,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,44990,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-12,2013-08-12,2013-08-09,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,44991,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-12,2013-08-12,2013-08-09,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,44992,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-12,2013-08-12,2013-08-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,44993,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-12,2013-08-12,2013-08-09,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,44994,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-12,2013-08-12,2013-08-09,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,44995,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-12,2013-08-12,2013-08-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,44996,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-12,2013-08-12,2013-08-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,44997,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-12,2013-08-12,2013-08-09,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45248,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-16,2013-08-16,2013-08-16,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45249,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-16,2013-08-16,2013-08-16,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45250,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-16,2013-08-16,2013-08-16,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45555,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45556,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45557,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45558,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45559,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45560,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45562,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45563,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45564,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45565,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-08-22,2013-08-22,2013-08-22,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46600,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-13,2013-09-13,2013-09-12,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46601,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-13,2013-09-13,2013-09-12,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46602,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-13,2013-09-13,2013-09-12,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46603,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-13,2013-09-13,2013-09-12,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46719,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-20,2013-09-20,2013-09-19,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46720,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-20,2013-09-20,2013-09-19,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46721,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-20,2013-09-20,2013-09-19,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46722,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-20,2013-09-20,2013-09-19,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46921,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-30,2013-09-30,2013-09-27,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46922,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-09-30,2013-09-30,2013-09-27,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47090,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-10-16,2013-10-16,2013-10-15,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47221,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-11-01,2013-11-01,2013-10-31,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47222,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-11-01,2013-11-01,2013-10-31,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47223,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-11-01,2013-11-01,2013-10-31,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47224,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-11-01,2013-10-31,2013-10-31,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47342,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-11-14,2013-11-14,2013-11-14,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47343,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-11-14,2013-11-14,2013-11-14,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47344,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-11-14,2013-11-14,2013-11-14,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47345,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-11-14,2013-11-14,2013-11-14,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47421,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-12-02,2013-12-02,2013-11-27,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47422,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-12-02,2013-12-02,2013-11-27,2013-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47522,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-12-20,2013-12-20,2013-12-19,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47527,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-12-20,2013-12-20,2013-12-19,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,3097,1555,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,14,RN,RENEWED,2014-11-25,2013-11-27,2013-12-18,2014-12-31,2014-11-25,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,44551,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-07-15,2013-07-15,2013-07-12,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,45247,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-08-16,2013-08-16,2013-08-16,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46462,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-09-09,2013-09-09,2013-09-06,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46920,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-09-30,2013-09-30,2013-09-27,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46984,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-07,2013-10-07,2013-10-04,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46985,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-07,2013-10-07,2013-10-04,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,46986,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-07,2013-10-07,2013-10-04,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47040,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-11,2013-10-11,2013-10-10,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47041,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-11,2013-10-11,2013-10-10,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47042,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-11,2013-10-11,2013-10-10,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47044,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-11,2013-10-11,2013-10-10,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47087,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-16,2013-10-16,2013-10-15,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47088,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-16,2013-10-16,2013-10-15,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47089,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-16,2013-10-16,2013-10-15,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47180,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-25,2013-10-25,2013-10-24,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47181,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-25,2013-10-25,2013-10-24,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47182,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-10-25,2013-10-25,2013-10-24,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47235,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-04,2013-11-04,2013-11-01,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47270,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-08,2013-11-08,2013-11-07,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47271,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-08,2013-11-08,2013-11-07,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47272,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-08,2013-11-08,2013-11-07,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47382,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47383,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47384,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47385,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47386,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47387,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47388,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47389,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47390,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47391,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47392,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-11-20,2013-11-20,2013-11-20,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47483,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-12-13,2013-12-13,2013-12-12,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47484,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-12-13,2013-12-13,2013-12-12,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47485,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-12-13,2013-12-13,2013-12-12,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47486,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-12-13,2013-12-13,2013-12-12,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47487,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-12-13,2013-12-13,2013-12-12,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47488,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-12-13,2013-12-13,2013-12-12,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47489,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2013-12-13,2013-12-13,2013-12-12,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47580,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-06,2014-01-06,2014-01-03,2014-06-30,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47663,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47665,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47666,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47667,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47668,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47669,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47670,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47671,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47672,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47673,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-10,2014-01-10,2014-01-09,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47785,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-24,2014-01-24,2014-01-23,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47786,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-24,2014-01-24,2014-01-23,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47787,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-24,2014-01-24,2014-01-23,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47805,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-27,2014-01-27,2014-01-24,2014-12-31,,100070,15,,N,ROUSE,AVE,,
BOZEMAN HOTEL/R & N CORP,47847,1555,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-01-31,2014-01-31,2014-01-30,2014-12-31,,100070,15,,N,ROUSE,AVE,,
