biz_name,license_num,control_num,resp_dept_code,resp_dept_descr,class_code,class_descr,fiscal_year,license_status,code_descr,status_date,application_date,issue_date,licen_exp_date,renew_date,location_id,street_num,street_pre_qual,street_dir_code,street_name,street_suffix,street_post_qual,street_apt_num
ALBERTSON'S FOOD CENTER #6,2796,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,2,1N,FIRST RENEWAL MAILED,2002-11-18,2002-01-01,2002-12-11,2002-12-31,,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,3,RN,RENEWED,2003-11-07,2002-12-17,2003-10-27,2003-12-31,2003-11-07,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,4,RN,RENEWED,2004-11-15,2003-11-07,2003-12-09,2004-12-31,2004-11-15,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,5,RN,RENEWED,2005-11-28,2004-11-15,2004-12-07,2005-12-31,2005-11-28,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,6,RN,RENEWED,2006-11-20,2005-11-28,2005-12-06,2006-12-31,2006-11-20,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,7,RN,RENEWED,2007-12-28,2006-11-20,2006-12-18,2007-12-31,2007-12-31,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,8,RN,RENEWED,2008-12-02,2007-12-31,2007-12-28,2008-12-31,2008-11-24,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,9,RN,RENEWED,2009-12-14,2008-11-24,2008-12-09,2009-12-31,2009-12-14,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,10,RN,RENEWED,2010-11-18,2009-12-14,2009-12-29,2010-12-31,2010-11-18,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,11,RN,RENEWED,2011-11-17,2010-11-18,2010-12-08,2011-12-31,2011-11-17,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,12,RN,RENEWED,2012-12-05,2011-11-17,2011-12-01,2012-12-31,2012-12-05,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,13,RN,RENEWED,2013-11-19,2012-12-05,2012-12-18,2013-12-31,2013-11-19,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,14,RN,RENEWED,2014-11-20,2013-11-19,2013-12-11,2014-12-31,2014-11-20,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,15,RN,RENEWED,2015-11-24,2014-11-20,2014-12-10,2015-12-31,2015-11-24,85030,200,,S,23RD,AVE,,
ALBERTSON'S FOOD CENTER #6,3019,1004,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,16,AC,ACTIVE,2015-11-25,2015-11-24,2016-04-26,2016-12-31,,85030,200,,S,23RD,AVE,,
ALL THINGS ITALIAN LLC,20442,12381,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,7,RN,RENEWED,2007-11-19,2007-08-08,2007-08-14,2007-12-31,2007-11-19,68220,2622,,W,MAIN,ST,,
ALL THINGS ITALIAN LLC,20442,12381,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,8,RN,RENEWED,2008-11-19,2007-11-19,2007-12-18,2008-12-31,2008-11-19,68220,2622,,W,MAIN,ST,,
ALL THINGS ITALIAN LLC,20442,12381,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,9,IN,INACTIVE,2014-03-27,2008-11-19,2008-12-09,2009-12-31,,68220,2622,,W,MAIN,ST,,
ALL THINGS ITALIAN LLC,40127,12381,LL,LIQUOR LICENSE,WINE,LIQ - WINE ONLY LICENSE,12,RN,RENEWED,2012-11-28,2012-06-07,2012-06-19,2012-12-31,2012-11-28,68220,2622,,W,MAIN,ST,,
ALL THINGS ITALIAN LLC,40127,12381,LL,LIQUOR LICENSE,WINE,LIQ - WINE ONLY LICENSE,13,IN,INACTIVE,2014-01-08,2012-11-28,2012-12-11,2013-12-31,,68220,2622,,W,MAIN,ST,,
AMERICAN LEGION CLUB,55979,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,2,1N,FIRST RENEWAL MAILED,2002-11-18,2002-01-01,2003-01-03,2002-12-31,,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,3,RN,RENEWED,2003-12-01,2002-12-17,2003-01-07,2003-12-31,2003-12-01,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,4,RN,RENEWED,2004-12-01,2003-12-01,2003-12-09,2004-12-31,2004-12-02,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,5,RN,RENEWED,2005-12-05,2004-12-02,2004-12-17,2005-12-31,2005-12-05,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,6,RN,RENEWED,2006-12-05,2005-12-05,2005-12-20,2006-12-31,2006-12-05,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,7,RN,RENEWED,2007-12-12,2006-12-05,2006-12-18,2007-12-31,2007-12-12,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,8,RN,RENEWED,2008-12-03,2007-12-12,2007-12-18,2008-12-31,2008-12-03,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,9,RN,RENEWED,2010-09-13,2008-12-03,2009-03-24,2009-12-31,2010-09-13,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,26366,1551,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,9,IN,INACTIVE,2010-01-20,2009-01-20,2009-01-20,2009-12-31,,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,10,RN,RENEWED,2010-11-17,2010-09-13,2010-09-29,2010-12-31,2010-11-17,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,11,RN,RENEWED,2011-11-16,2010-11-17,2010-12-08,2011-12-31,2011-11-17,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,12,RN,RENEWED,2012-11-30,2011-11-17,2011-12-01,2012-12-31,2012-11-30,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,36395,1551,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,12,AC,ACTIVE,2011-08-05,2011-08-05,2011-08-05,2012-12-31,,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,13,RN,RENEWED,2013-12-05,2012-11-30,2012-12-18,2013-12-31,2013-12-05,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,14,RN,RENEWED,2014-11-20,2013-12-05,2013-12-18,2014-12-31,2014-11-20,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,15,RN,RENEWED,2015-11-25,2014-11-20,2014-12-10,2015-12-31,2015-11-25,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,53277,1551,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-08-20,2015-08-20,2015-08-19,2015-12-31,,30910,225,,E,MAIN,ST,,
AMERICAN LEGION CLUB,3021,1551,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,16,AC,ACTIVE,2015-11-25,2015-11-25,2015-12-18,2016-12-31,,30910,225,,E,MAIN,ST,,
AMERICAN LEGION POST #87,40094,21266,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,12,AC,ACTIVE,2012-06-01,2012-06-01,2012-06-01,2012-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
AMERICAN LEGION POST #87,40300,21266,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,12,AC,ACTIVE,2012-07-06,2012-07-06,2012-07-06,2012-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
AMERICAN LEGION POST #87,42796,21266,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2012-10-26,2012-10-26,2012-10-26,2013-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
AMERICAN LEGION POST #87,44271,21266,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-05-31,2013-05-31,2013-05-31,2013-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
AMERICAN LEGION POST #87,44623,21266,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-07-29,2013-07-29,2013-07-26,2013-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
AMERICAN LEGION POST #87,44624,21266,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,13,AC,ACTIVE,2013-07-29,2013-07-29,2013-08-02,2013-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
AMERICAN LEGION POST #87,51750,21266,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,14,AC,ACTIVE,2014-11-07,2014-11-07,2014-11-07,2014-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
AMERICAN LEGION POST #87,52127,21266,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-02-02,2015-02-02,2015-01-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
AMERICAN LEGION POST #87,53791,21266,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-06,2015-11-06,2015-11-06,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
ANACONDA MOLLY BROWN,55645,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,2,1N,FIRST RENEWAL MAILED,2002-11-18,2002-01-01,2002-01-01,2002-12-31,,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,3,RN,RENEWED,2003-11-07,2002-12-17,2003-01-07,2003-12-31,2003-11-07,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,4,RN,RENEWED,2004-11-15,2003-11-07,2003-12-09,2004-12-31,2004-11-15,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,5,RN,RENEWED,2005-11-21,2004-11-15,2004-12-07,2005-12-31,2005-11-21,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,6,RN,RENEWED,2006-11-16,2005-11-21,2005-12-06,2006-12-31,2006-11-16,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,7,RN,RENEWED,2007-11-26,2006-11-16,2006-12-18,2007-12-31,2007-11-26,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,8,RN,RENEWED,2008-11-25,2007-11-26,2007-12-18,2008-12-31,2008-11-25,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,9,RN,RENEWED,2009-11-24,2008-11-25,2008-12-09,2009-12-31,2009-11-24,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,27145,1224,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,9,IN,INACTIVE,2010-01-20,2009-04-22,2009-04-22,2009-12-31,,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,27536,1224,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,9,IN,INACTIVE,2010-01-20,2009-06-22,2009-06-22,2009-12-31,,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,10,RN,RENEWED,2010-11-16,2009-11-24,2009-12-08,2010-12-31,2010-11-16,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,11,RN,RENEWED,2011-11-17,2010-11-16,2010-12-08,2011-12-31,2011-11-17,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,38580,1224,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,11,AC,ACTIVE,2011-11-10,2011-11-10,2011-11-09,2011-12-31,,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,12,RN,RENEWED,2012-11-23,2011-11-17,2011-12-01,2012-12-31,2012-11-23,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,13,RN,RENEWED,2013-11-14,2012-11-23,2012-12-11,2013-12-31,2013-11-14,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,14,RN,RENEWED,2014-11-18,2013-11-14,2013-12-11,2014-12-31,2014-11-18,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,15,RN,RENEWED,2015-11-19,2014-11-18,2014-12-10,2015-12-31,2015-11-19,6600,703,,W,BABCOCK,ST,,
ANACONDA MOLLY BROWN,3022,1224,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,16,AC,ACTIVE,2015-11-19,2015-11-19,2015-12-08,2016-12-31,,6600,703,,W,BABCOCK,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,2778,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,2,1N,FIRST RENEWAL MAILED,2002-11-18,2002-01-01,2002-12-31,2002-12-31,,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,3,RN,RENEWED,2003-11-24,2002-12-18,2003-01-07,2003-12-31,2003-11-24,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,4,RN,RENEWED,2004-11-19,2003-11-24,2003-12-09,2004-12-31,2004-11-19,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,5,RN,RENEWED,2005-11-28,2004-11-19,2004-12-07,2005-12-31,2005-11-28,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,6,RN,RENEWED,2006-12-05,2005-11-28,2005-12-06,2006-12-31,2006-12-05,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,7,RN,RENEWED,2007-12-03,2006-12-05,2006-12-18,2007-12-31,2007-12-03,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,8,RN,RENEWED,2008-12-08,2007-12-03,2007-12-18,2008-12-31,2008-12-08,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,9,RN,RENEWED,2009-12-30,2008-12-08,2008-12-16,2009-12-31,2009-12-30,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,10,RN,RENEWED,2011-01-27,2009-12-30,2010-06-14,2010-12-31,2011-01-27,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,11,RN,RENEWED,2011-11-22,2011-01-27,2011-02-17,2011-12-31,2011-11-22,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,12,RN,RENEWED,2012-12-05,2011-11-22,2011-12-06,2012-12-31,2012-12-05,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,13,RN,RENEWED,2013-11-25,2012-12-05,2013-03-07,2013-12-31,2013-11-25,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,14,RN,RENEWED,2014-12-04,2013-11-25,2013-12-18,2014-12-31,2014-12-04,91140,520,,W,MENDENHALL,ST,,
ANGUS CITY CENTER LOUNGE & CASINO,3077,1029,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,15,IN,INACTIVE,2016-03-23,2014-12-04,2014-12-24,2015-12-31,,91140,520,,W,MENDENHALL,ST,,
APPLEBEE'S,2771,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,2,1N,FIRST RENEWAL MAILED,2002-11-18,2002-01-01,2002-01-14,2002-12-31,,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,3023,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,3,RN,RENEWED,2003-11-21,2002-12-17,2003-01-07,2003-12-31,2003-11-21,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,3023,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,4,RN,RENEWED,2004-11-17,2003-11-21,2003-12-09,2004-12-31,2004-11-17,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,3023,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,5,RN,RENEWED,2005-11-28,2004-11-17,2004-12-07,2005-12-31,2005-11-28,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,3023,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,6,RN,RENEWED,2006-12-06,2005-11-28,2005-12-06,2006-12-31,2006-12-06,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,3023,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,7,RN,RENEWED,2007-12-03,2006-12-06,2006-12-18,2007-12-31,2007-12-03,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,3023,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,8,RN,RENEWED,2008-12-04,2007-12-03,2007-12-18,2008-12-31,2008-12-04,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,3023,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,9,RN,RENEWED,2009-12-02,2008-12-04,2008-12-16,2009-12-31,2009-12-09,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,3023,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,10,1N,FIRST RENEWAL MAILED,2010-11-05,2009-12-09,2009-12-08,2010-12-31,,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,34411,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,11,RN,RENEWED,2011-11-13,2010-11-17,2010-12-08,2011-12-31,2011-11-14,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,34411,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,12,RN,RENEWED,2012-11-28,2011-11-14,2011-12-01,2012-12-31,2012-11-28,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,34411,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,13,RN,RENEWED,2013-11-20,2012-11-28,2012-12-11,2013-12-31,2013-11-20,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,34411,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,14,RN,RENEWED,2014-11-20,2013-11-20,2013-12-11,2014-12-31,2014-11-20,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,34411,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,15,RN,RENEWED,2015-11-25,2014-11-20,2014-12-10,2015-12-31,2015-11-24,23190,1108,,N,7TH,AVE,,
APPLEBEE'S,34411,2406,LL,LIQUOR LICENSE,FULL,LIQ - ALL ALCOHOLIC BEVERAGES,16,AC,ACTIVE,2015-11-25,2015-11-24,2015-12-18,2016-12-31,,23190,1108,,N,7TH,AVE,,
AUDREY PIZZA OVEN,31355,16742,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,10,RN,RENEWED,2010-12-08,2010-05-28,2010-06-22,2010-12-31,2010-12-09,32070,401,,E,PEACH,ST,,
AUDREY PIZZA OVEN,31355,16742,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,11,RN,RENEWED,2011-11-21,2010-12-09,2010-12-23,2011-12-31,2011-11-21,32070,401,,E,PEACH,ST,,
AUDREY PIZZA OVEN,31355,16742,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,12,RN,RENEWED,2012-11-30,2011-11-21,2011-12-06,2012-12-31,2012-11-30,32070,401,,E,PEACH,ST,,
AUDREY PIZZA OVEN,31355,16742,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,13,RN,RENEWED,2013-11-25,2012-11-30,2012-12-18,2013-12-31,2013-11-25,32070,401,,E,PEACH,ST,,
AUDREY PIZZA OVEN,31355,16742,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,14,RN,RENEWED,2014-11-21,2013-11-25,2013-12-18,2014-12-31,2014-11-21,32070,401,,E,PEACH,ST,,
AUDREY PIZZA OVEN,31355,16742,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,15,RN,RENEWED,2015-11-30,2014-11-21,2014-12-10,2015-12-31,2015-11-30,32070,401,,E,PEACH,ST,,
AUDREY PIZZA OVEN,31355,16742,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,16,AC,ACTIVE,2015-11-30,2015-11-30,2015-12-18,2016-12-31,,32070,401,,E,PEACH,ST,,
BAR 3 BBQ,25711,3521,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,8,RN,RENEWED,2008-12-10,2008-10-09,2008-10-21,2008-12-31,2008-12-10,400,215,,N,7TH,AVE,,
BAR 3 BBQ,25711,3521,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,9,RN,RENEWED,2010-02-17,2008-12-10,2008-12-16,2009-12-31,2010-02-17,400,215,,N,7TH,AVE,,
BAR 3 BBQ,25711,3521,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,10,RN,RENEWED,2010-12-29,2010-02-17,2010-02-23,2010-12-31,2010-12-29,400,215,,N,7TH,AVE,,
BAR 3 BBQ,25711,3521,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,11,RN,RENEWED,2011-12-08,2010-12-29,2011-02-02,2011-12-31,2011-12-08,400,215,,N,7TH,AVE,,
BAR 3 BBQ,25711,3521,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,12,RN,RENEWED,2012-12-06,2011-12-08,2011-12-19,2012-12-31,2012-12-06,400,215,,N,7TH,AVE,,
